Company,Industry,Symbol,Range,Camarilla H4,Camarilla L4,Day High,Day Low,Day Close,Central Pivot,BC,TC
Eris Lifesciences Ltd.,PHARMA,ERIS,6.0999755859375,701.0050109863281,694.2950378417969,699.0999755859375,693,697.6500244140625,696.5833333333334,696.0499877929688,697.116678873698
Escorts Ltd.,AUTOMOBILE,ESCORTS,26.550048828125,1196.5025512695313,1167.2974975585937,1184.9000244140625,1158.3499755859375,1181.9000244140625,1175.0500081380208,1171.625,1178.4750162760415
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,1.45001220703125,183.5475067138672,181.9524932861328,183.85000610351562,182.39999389648438,182.75,183,183.125,182.875
FDC Ltd.,PHARMA,FDC,9.350006103515625,356.292497253418,346.00749053955076,357.3999938964844,348.04998779296875,351.1499938964844,352.1999918619792,352.72499084472656,351.6749928792318
Federal Bank Ltd.,FINANCIAL SERVICES,FEDERALBNK,1.3499984741210938,86.34249763488769,84.8574993133545,86.19999694824219,84.8499984741211,85.5999984741211,85.5499979654948,85.52499771118164,85.57499821980795
Fine Organic Industries Ltd.,CHEMICALS,FINEORG,69.35009765625,2937.8425048828126,2861.5573974609374,2917.800048828125,2848.449951171875,2899.699951171875,2888.6499837239585,2883.125,2894.174967447917
Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,FINCABLES,20.4000244140625,523.8700378417968,501.4300109863281,529.9000244140625,509.5,512.6500244140625,517.3500162760416,519.7000122070312,515.000020345052
Finolex Industries Ltd.,INDUSTRIAL MANUFACTURING,FINPIPE,5.399993896484375,176.91999359130858,170.9800003051758,177.6999969482422,172.3000030517578,173.9499969482422,174.6499989827474,175,174.2999979654948
Firstsource Solutions Ltd.,IT,FSL,4.45001220703125,170.6975067138672,165.8024932861328,169.85000610351562,165.39999389648438,168.25,167.83333333333334,167.625,168.04166666666669
Fortis Healthcare Ltd.,HEALTHCARE SERVICES,FORTIS,14.5,248.975,233.025,245.60000610351562,231.10000610351562,241,239.23333740234375,238.35000610351562,240.11666870117188
Future Consumer Ltd.,CONSUMER SERVICES,FCONSUMER,0.5,9.974999809265137,9.424999809265136,10.050000190734863,9.550000190734863,9.699999809265137,9.766666730244955,9.800000190734863,9.733333269755047
Future Retail Ltd.,CONSUMER SERVICES,FRETAIL,3.6999969482421875,67.4849952697754,63.414998626708986,67.75,64.05000305175781,65.44999694824219,65.75,65.9000015258789,65.5999984741211
GAIL (India) Ltd.,OIL & GAS,GAIL,2.350006103515625,154.0925064086914,151.50749969482422,154.60000610351562,152.25,152.8000030517578,153.21666971842447,153.4250030517578,153.00833638509113
GE Power India Ltd.,INDUSTRIAL MANUFACTURING,GEPIL,11.699981689453125,334.73497772216797,321.86499786376953,337.79998779296875,326.1000061035156,328.29998779296875,330.7333272298177,331.9499969482422,329.5166575113932
GMM Pfaudler Ltd.,INDUSTRIAL MANUFACTURING,GMMPFAUDLR,81.39990234375,4731.919848632812,4642.379956054688,4727,4645.60009765625,4687.14990234375,4686.583333333333,4686.300048828125,4686.866617838541
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,1.2000007629394531,32.360001182556154,31.040000343322752,32.45000076293945,31.25,31.700000762939453,31.8000005086263,31.850000381469727,31.750000635782875
Galaxy Surfactants Ltd.,CHEMICALS,GALAXYSURF,39,3061.750048828125,3018.850048828125,3055,3016,3040.300048828125,3037.1000162760415,3035.5,3038.700032552083
Garden Reach Shipbuilders & Engineers Ltd.,INDUSTRIAL MANUFACTURING,GRSE,6.25,212.08749389648438,205.21249389648438,213.85000610351562,207.60000610351562,208.64999389648438,210.03333536783853,210.72500610351562,209.34166463216144
Garware Technical Fibres Ltd.,TEXTILES,GARFIBRES,52.5498046875,3278.902392578125,3221.097607421875,3297.64990234375,3245.10009765625,3250,3264.25,3271.375,3257.125
General Insurance Corporation of India,FINANCIAL SERVICES,GICRE,3.8000030517578125,200.44000778198242,196.26000442504883,201.10000610351562,197.3000030517578,198.35000610351562,198.9166717529297,199.20000457763672,198.63333892822266
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,119.650390625,5749.00791015625,5617.39248046875,5749.9501953125,5630.2998046875,5683.2001953125,5687.816731770833,5690.125,5685.508463541666
Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,29.4000244140625,1530.9700622558594,1498.6300354003906,1540,1510.5999755859375,1514.800048828125,1521.8000081380208,1525.2999877929688,1518.3000284830728
Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,15.300048828125,654.8150512695313,637.9849975585937,649.9000244140625,634.5999755859375,646.4000244140625,643.6333414713541,642.25,645.0166829427083
Godfrey Phillips India Ltd.,CONSUMER GOODS,GODFRYPHLP,126.25,1093.4375,954.5625,1106.6500244140625,980.4000244140625,1024,1037.0166829427083,1043.5250244140625,1030.508341471354
Godrej Agrovet Ltd.,CONSUMER GOODS,GODREJAGRO,14.3499755859375,624.8924865722656,609.1075134277344,626.3499755859375,612,617,618.4499918619791,619.1749877929688,617.7249959309895
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,17,879.8999877929688,861.1999877929687,880,863,870.5499877929688,871.1833292643229,871.5,870.8666585286458
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,26.3499755859375,585.1425109863281,556.1575378417969,582.8499755859375,556.5,570.6500244140625,570,569.6749877929688,570.3250122070312
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,25.0999755859375,1414.8550354003905,1387.2450622558595,1411.25,1386.1500244140625,1401.050048828125,1399.4833577473958,1398.7000122070312,1400.2667032877603
Granules India Ltd.,PHARMA,GRANULES,5,316.5,311,315.5,310.5,313.75,313.25,313,313.5
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,21.14996337890625,636.732455444336,613.467495727539,642.5999755859375,621.4500122070312,625.0999755859375,629.7166544596354,632.0249938964844,627.4083150227864
Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,25,1520.5999755859375,1493.0999755859375,1515,1490,1506.8499755859375,1503.9499918619792,1502.5,1505.3999837239585
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,16.20001220703125,391.31000061035155,373.4899871826172,397.20001220703125,381,382.3999938964844,386.8666687011719,389.1000061035156,384.6333312988281
Greaves Cotton Ltd.,INDUSTRIAL MANUFACTURING,GREAVESCOT,9.399993896484375,174.71999969482422,164.3800064086914,177.39999389648438,168,169.5500030517578,171.6499989827474,172.6999969482422,170.60000101725262
Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,25.4000244140625,1211.6699645996093,1183.7299377441407,1209,1183.5999755859375,1197.699951171875,1196.7666422526042,1196.2999877929688,1197.2332967122397
Gujarat Alkalies & Chemicals Ltd.,CHEMICALS,GUJALKALI,19.04998779296875,419.27748107910156,398.32249450683594,419,399.95001220703125,408.79998779296875,409.25,409.4750061035156,409.0249938964844
Gujarat Ambuja Exports Ltd.,CONSUMER GOODS,GAEL,5.3000030517578125,180.46500473022462,174.635001373291,182.3000030517578,177,177.5500030517578,178.95000203450522,179.6500015258789,178.25000254313153
Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,27.050048828125,1103.4275756835937,1073.6725219726563,1107.9000244140625,1080.8499755859375,1088.550048828125,1092.433349609375,1094.375,1090.49169921875
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,19.20001220703125,654.5600067138672,633.4399932861328,656.6500244140625,637.4500122070312,644,646.0333455403646,647.0500183105469,645.0166727701824
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,6.449981689453125,363.54748992919923,356.45251007080077,364.8999938964844,358.45001220703125,360,361.1166687011719,361.6750030517578,360.55833435058594
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,3.6999969482421875,111.2349952697754,107.16499862670898,112.19999694824219,108.5,109.19999694824219,109.96666463216145,110.3499984741211,109.58333079020181
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,2,113.6500030517578,111.45000305175782,113.75,111.75,112.55000305175781,112.68333435058594,112.75,112.61666870117188
Gujarat State Petronet Ltd.,OIL & GAS,GSPL,12.649993896484375,339.9574966430664,326.0425033569336,342,329.3500061035156,333,334.78333536783856,335.6750030517578,333.8916676839193
Gulf Oil Lubricants India Ltd.,OIL & GAS,GULFOILLUB,5.800048828125,692.8900390625,686.5099853515625,694.9000244140625,689.0999755859375,689.7000122070312,691.2333374023438,692,690.4666748046875
H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,HEG,59.89990234375,2244.6448974609375,2178.7550048828125,2260.89990234375,2201,2211.699951171875,2224.5332845052085,2230.949951171875,2218.116617838542
HCL Technologies Ltd.,IT,HCLTECH,20.04998779296875,1004.5774810791015,982.522494506836,1009.9500122070312,989.9000244140625,993.5499877929688,997.8000081380209,999.9250183105469,995.6749979654949
HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,65.300048828125,3017.9150268554686,2946.0849731445314,2999.949951171875,2934.64990234375,2982,2972.199951171875,2967.2999267578125,2977.0999755859375
HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,15,1523.3499755859375,1506.8499755859375,1522,1507,1515.0999755859375,1514.6999918619792,1514.5,1514.8999837239585
HDFC Life Insurance Company Ltd.,FINANCIAL SERVICES,HDFCLIFE,13,732.9999755859375,718.6999755859375,731.5,718.5,725.8499755859375,725.2833251953125,725,725.566650390625
HFCL Ltd.,TELECOM,HFCL,4.350002288818359,67.1425012588501,62.357498741149904,68.05000305175781,63.70000076293945,64.75,65.50000127156575,65.87500190734863,65.12500063578287
Happiest Minds Technologies Ltd.,IT,HAPPSTMNDS,31.29998779296875,960.2149932861328,925.7850067138672,958.9500122070312,927.6500244140625,943,943.2000122070312,943.3000183105469,943.1000061035156
Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,13.5,914.2249877929687,899.3749877929688,917.5,904,906.7999877929688,909.4333292643229,910.75,908.1166585286458
Havells India Ltd.,CONSUMER GOODS,HAVELLS,11.54998779296875,1005.7024688720703,992.9974822998047,1001.5499877929688,990,999.3499755859375,996.9666544596354,995.7749938964844,998.1583150227864
HeidelbergCement India Ltd.,CEMENT & CEMENT PRODUCTS,HEIDELBERG,3.5500030517578125,255.05250778198243,251.14750442504882,253.6999969482422,250.14999389648438,253.10000610351562,252.31666564941406,251.92499542236328,252.70833587646484
Hemisphere Properties India Ltd.,CONSTRUCTION,HEMIPROP,3.0999908447265625,144.00499801635743,140.5950080871582,144.39999389648438,141.3000030517578,142.3000030517578,142.66666666666666,142.8499984741211,142.48333485921222
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,47.25,2967.9875,2916.0125,2949.25,2902,2942,2931.0833333333335,2925.625,2936.541666666667
Himadri Speciality Chemical Ltd.,CHEMICALS,HSCL,2,60.25000152587891,58.050001525878905,60.599998474121094,58.599998474121094,59.150001525878906,59.449999491373696,59.599998474121094,59.3000005086263
Hindalco Industries Ltd.,METALS,HINDALCO,8.399993896484375,380.2699905395508,371.02999725341795,380.3500061035156,371.95001220703125,375.6499938964844,375.98333740234375,376.15000915527344,375.81666564941406
Hindustan Aeronautics Ltd.,INDUSTRIAL MANUFACTURING,HAL,19.0999755859375,1045.5550354003906,1024.5450622558594,1039,1019.9000244140625,1035.050048828125,1031.3166910807292,1029.4500122070312,1033.1833699544272
Hindustan Copper Ltd.,METALS,HINDCOPPER,5.0500030517578125,157.62750778198242,152.07250442504883,156.5,151.4499969482422,154.85000610351562,154.26666768391928,153.9749984741211,154.55833689371747
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,3.5,299.925,296.075,299.8500061035156,296.3500061035156,298,298.06667073567706,298.1000061035156,298.0333353678385
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,43.949951171875,2474.122424316406,2425.777478027344,2488.949951171875,2445,2449.949951171875,2461.2999674479165,2466.9749755859375,2455.6249593098955
Hindustan Zinc Ltd.,METALS,HINDZINC,5.149993896484375,342.8324966430664,337.1675033569336,341.5,336.3500061035156,340,339.28333536783856,338.9250030517578,339.6416676839193
Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,659.94921875,40258.9720703125,39533.0279296875,40499.94921875,39840,39896,40078.649739583336,40169.974609375,39987.32486979167
Housing & Urban Development Corporation Ltd.,FINANCIAL SERVICES,HUDCO,1.8000030517578125,55.3900032043457,53.40999984741211,56.150001525878906,54.349998474121094,54.400001525878906,54.96666717529297,55.25,54.68333435058594
Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,32.75,2523.0125,2486.9875,2515,2482.25,2505,2500.75,2498.625,2502.875
Huhtamaki India Ltd.,INDUSTRIAL MANUFACTURING,HUHTAMAKI,4.399993896484375,294.71998443603513,289.87999114990237,293.6499938964844,289.25,292.29998779296875,291.7333272298177,291.4499969482422,292.0166575113932
ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,13.3499755859375,655.8424865722657,641.1575134277343,650,636.6500244140625,648.5,645.0500081380209,643.3250122070312,646.7750040690105
ICICI Lombard General Insurance Company Ltd.,FINANCIAL SERVICES,ICICIGI,32.550048828125,1567.0525512695312,1531.2474975585938,1558,1525.449951171875,1549.1500244140625,1544.1999918619792,1541.7249755859375,1546.675008138021
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,22.54998779296875,628.5525177001953,603.7475311279297,621.7999877929688,599.25,616.1500244140625,612.4000040690104,610.5249938964844,614.2750142415364
ICICI Securities Ltd.,FINANCIAL SERVICES,ISEC,16.5999755859375,635.1299865722656,616.8700134277344,633.8499755859375,617.25,626,625.6999918619791,625.5499877929688,625.8499959309895
IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,0.7000007629394531,38.8850004196167,38.1149995803833,38.900001525878906,38.20000076293945,38.5,38.53333409627279,38.55000114440918,38.5166670481364
IDFC First Bank Ltd.,FINANCIAL SERVICES,IDFCFIRSTB,1.25,58.837501525878906,57.462501525878906,58.5,57.25,58.150001525878906,57.96666717529297,57.875,58.05833435058594
IDFC Ltd.,FINANCIAL SERVICES,IDFC,2.75,56.0125,52.9875,56.349998474121094,53.599998474121094,54.5,54.81666564941406,54.974998474121094,54.65833282470703
IFB Industries Ltd.,CONSUMER GOODS,IFBIND,27.949951171875,1074.8724731445313,1044.1275268554687,1082.949951171875,1055,1059.5,1065.816650390625,1068.9749755859375,1062.6583251953125
IIFL Finance Ltd.,FINANCIAL SERVICES,IIFL,9.600006103515625,253.08000640869142,242.5199996948242,252.60000610351562,243,247.8000030517578,247.8000030517578,247.8000030517578,247.8000030517578
IIFL Wealth Management Ltd.,FINANCIAL SERVICES,IIFLWAM,29.25,1141.8375,1109.6625,1148.050048828125,1118.800048828125,1125.75,1130.86669921875,1133.425048828125,1128.308349609375
IOL Chem and Pharma Ltd.,PHARMA,IOLCP,11.4000244140625,622.7200256347656,610.1799987792969,626.4000244140625,615,616.4500122070312,619.2833455403646,620.7000122070312,617.866678873698
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,8.400009155273438,166.9200080871582,157.67999801635742,168.60000610351562,160.1999969482422,162.3000030517578,163.70000203450522,164.4000015258789,163.00000254313153
IRCON International Ltd.,CONSTRUCTION,IRCON,0.5999984741210938,48.12999839782715,47.47000007629394,48,47.400001525878906,47.79999923706055,47.733333587646484,47.70000076293945,47.766666412353516
ITC Ltd.,CONSUMER GOODS,ITC,1.850006103515625,206.1175094604492,204.08250274658204,205.60000610351562,203.75,205.10000610351562,204.8166707356771,204.6750030517578,204.95833841959637
ITI Ltd.,TELECOM,ITI,3.4500045776367188,130.1475025177002,126.35249748229981,131.35000610351562,127.9000015258789,128.25,129.1666692097982,129.62500381469727,128.7083346048991
India Cements Ltd.,CEMENT & CEMENT PRODUCTS,INDIACEM,4.4499969482421875,192.99750137329102,188.1025047302246,194.5,190.0500030517578,190.5500030517578,191.70000203450522,192.2750015258789,191.12500254313153
Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,12.79998779296875,278.9399871826172,264.86000061035156,276.3999938964844,263.6000061035156,271.8999938964844,270.6333312988281,270,271.26666259765625
Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,10.099998474121094,120.5549991607666,109.4450008392334,124.8499984741211,114.75,115,118.1999994913737,119.79999923706055,116.59999974568686
Indiamart Intermesh Ltd.,CONSUMER SERVICES,INDIAMART,134.7998046875,7114.139892578125,6965.860107421875,7119.7998046875,6985,7040,7048.2666015625,7052.39990234375,7044.13330078125
Indian Bank,FINANCIAL SERVICES,INDIANB,4,149.89999694824218,145.4999969482422,150.9499969482422,146.9499969482422,147.6999969482422,148.53333028157553,148.9499969482422,148.11666361490887
Indian Energy Exchange Ltd.,FINANCIAL SERVICES,IEX,4.54998779296875,379.0024932861328,373.9975067138672,378.5,373.95001220703125,376.5,376.31667073567706,376.2250061035156,376.4083353678385
Indian Hotels Co. Ltd.,CONSUMER SERVICES,INDHOTEL,5.649993896484375,150.5574935913086,144.34250030517578,150.6999969482422,145.0500030517578,147.4499969482422,147.73333231608072,147.875,147.59166463216144
Indian Oil Corporation Ltd.,OIL & GAS,IOC,1.2000045776367188,112.10999946594238,110.789994430542,112.4000015258789,111.19999694824219,111.44999694824219,111.68333180745442,111.79999923706055,111.5666643778483
Indian Overseas Bank,FINANCIAL SERVICES,IOB,2.5,26.125,23.375,25.299999237060547,22.799999237060547,24.75,24.28333282470703,24.049999237060547,24.516666412353516
Indian Railway Catering And Tourism Corporation Ltd.,SERVICES,IRCTC,34,2087.55009765625,2050.15009765625,2088,2054,2068.85009765625,2070.2833658854165,2071,2069.566731770833
Indo Count Industries Ltd.,TEXTILES,ICIL,5.4499969482421875,174.59750442504884,168.6025077819824,174.39999389648438,168.9499969482422,171.60000610351562,171.6499989827474,171.67499542236328,171.62500254313153
Indoco Remedies Ltd.,PHARMA,INDOCO,20,403.04998779296875,381.04998779296875,410.25,390.25,392.04998779296875,397.51666259765625,400.25,394.7833251953125
Indraprastha Gas Ltd.,OIL & GAS,IGL,13,520.4999755859375,506.1999755859375,522,509,513.3499755859375,514.7833251953125,515.5,514.066650390625
Indus Towers Ltd.,TELECOM,INDUSTOWER,4.0500030517578125,246.82750778198243,242.37250442504882,245.60000610351562,241.5500030517578,244.60000610351562,243.9166717529297,243.57500457763672,244.25833892822266
IndusInd Bank Ltd.,FINANCIAL SERVICES,INDUSINDBK,33.3499755859375,1028.3424865722657,991.6575134277343,1020,986.6500244140625,1010,1005.5500081380209,1003.3250122070312,1007.7750040690105
Infibeam Avenues Ltd.,IT,INFIBEAM,2,55.75000152587891,53.550001525878905,56,54,54.650001525878906,54.88333384195963,55,54.766667683919266
Info Edge (India) Ltd.,CONSUMER SERVICES,NAUKRI,207.9501953125,5065.372607421875,4836.627392578125,4975,4767.0498046875,4951,4897.683268229167,4871.02490234375,4924.341634114584
Infosys Ltd.,IT,INFY,35,1593.25,1554.75,1578,1543,1574,1565,1560.5,1569.5
Ingersoll Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,32.85003662109375,994.2675323486328,958.1324920654297,995.4000244140625,962.5499877929688,976.2000122070312,978.0500081380209,978.9750061035156,977.1250101725261
Inox Leisure Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,INOXLEISUR,8.75,319.7124938964844,310.0874938964844,321,312.25,314.8999938964844,316.0499979654948,316.625,315.4749959309896
Intellect Design Arena Ltd.,IT,INTELLECT,10.75,746.1125122070313,734.2875122070312,744,733.25,740.2000122070312,739.1500040690104,738.625,739.6750081380208
InterGlobe Aviation Ltd.,SERVICES,INDIGO,39.6500244140625,1750.0074645996094,1706.3924377441406,1731.75,1692.0999755859375,1728.199951171875,1717.3499755859375,1711.9249877929688,1722.7749633789062
Ipca Laboratories Ltd.,PHARMA,IPCALAB,32,2036.2500244140624,2001.0500244140626,2029.800048828125,1997.800048828125,2018.6500244140625,2015.4167073567708,2013.800048828125,2017.0333658854165
J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,JBCHEPHARM,38.800048828125,1610.3400268554688,1567.6599731445312,1590,1551.199951171875,1589,1576.7333170572917,1570.5999755859375,1582.866658528646
J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,48.099853515625,2866.7549682617187,2813.8451293945313,2863.89990234375,2815.800048828125,2840.300048828125,2840,2839.8499755859375,2840.1500244140625
JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,9.79998779296875,583.8899932861328,573.1100067138672,580,570.2000122070312,578.5,576.2333374023438,575.1000061035156,577.3666687011719
JK Paper Ltd.,PAPER AND JUTE,JKPAPER,6.8000030517578125,202.18999862670898,194.7099952697754,203.5,196.6999969482422,198.4499969482422,199.54999796549478,200.0999984741211,198.99999745686847
JK Tyre & Industries Ltd.,AUTOMOBILE,JKTYRE,2.95001220703125,144.32250366210937,141.077490234375,145.10000610351562,142.14999389648438,142.6999969482422,143.31666564941406,143.625,143.00833129882812
JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,2.75,92.5125,89.4875,93.25,90.5,91,91.58333333333333,91.875,91.29166666666666
JSW Energy Ltd.,POWER,JSWENERGY,7.5999908447265625,158.03000106811524,149.670011138916,159.9499969482422,152.35000610351562,153.85000610351562,155.38333638509116,156.1500015258789,154.6166712443034
JSW Steel Ltd.,METALS,JSWSTEEL,17.1500244140625,699.4325134277344,680.5674865722656,702.1500244140625,685,690,692.3833414713541,693.5750122070312,691.191670735677
JTEKT India Ltd.,AUTOMOBILE,JTEKTINDIA,3,107.05000152587891,103.7500015258789,106.80000305175781,103.80000305175781,105.4000015258789,105.33333587646484,105.30000305175781,105.36666870117188
Jamna Auto Industries Ltd.,AUTOMOBILE,JAMNAAUTO,1.5,84.575,82.925,85,83.5,83.75,84.08333333333333,84.25,83.91666666666666
Jindal Saw Ltd.,METALS,JINDALSAW,3.9499969482421875,109.27249679565429,104.9275001525879,109.5999984741211,105.6500015258789,107.0999984741211,107.4499994913737,107.625,107.2749989827474
Jindal Stainless (Hisar) Ltd.,METALS,JSLHISAR,8.75,205.41250610351562,195.78750610351562,206.60000610351562,197.85000610351562,200.60000610351562,201.68333943684897,202.22500610351562,201.1416727701823
Jindal Stainless Ltd.,METALS,JSL,3.5500030517578125,108.15249862670899,104.24749526977538,108.55000305175781,105,106.19999694824219,106.58333333333333,106.7750015258789,106.39166514078775
Jindal Steel & Power Ltd.,METALS,JINDALSTEL,11.449981689453125,401.64749603271486,389.0525161743164,401.8999938964844,390.45001220703125,395.3500061035156,395.90000406901044,396.1750030517578,395.62500508626306
Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,42.800048828125,2277.4899780273436,2230.4099243164064,2292.800048828125,2250,2253.949951171875,2265.5833333333335,2271.4000244140625,2259.7666422526045
Jubilant Foodworks Ltd.,CONSUMER SERVICES,JUBLFOOD,87.75,3166.11259765625,3069.58759765625,3180,3092.25,3117.85009765625,3130.0333658854165,3136.125,3123.941731770833
Justdial Ltd.,CONSUMER SERVICES,JUSTDIAL,25.29998779296875,1006.1649932861328,978.3350067138672,1013.3499755859375,988.0499877929688,992.25,997.8833211263021,1000.6999816894531,995.0666605631511
Jyothy Labs Ltd.,CONSUMER GOODS,JYOTHYLAB,1.3000030517578125,155.41499862670898,153.9849952697754,155.5500030517578,154.25,154.6999969482422,154.83333333333334,154.9000015258789,154.76666514078778
K.P.R. Mill Ltd.,TEXTILES,KPRMILL,62.25,1551.8875244140625,1483.4125244140625,1557,1494.75,1517.6500244140625,1523.1333414713542,1525.875,1520.3916829427085
KEI Industries Ltd.,INDUSTRIAL MANUFACTURING,KEI,54.64996337890625,738.1574554443359,678.0424957275391,719.0499877929688,664.4000244140625,708.0999755859375,697.1833292643229,691.7250061035156,702.6416524251301
KNR Constructions Ltd.,CONSTRUCTION,KNRCON,4.1999969482421875,223.30999832153321,218.69000167846679,223.6999969482422,219.5,221,221.3999989827474,221.5999984741211,221.19999949137372
KPIT Technologies Ltd.,IT,KPITTECH,5.4499969482421875,243.99749832153321,238.00250167846679,245,239.5500030517578,241,241.8500010172526,242.2750015258789,241.42500050862628
KRBL Ltd.,CONSUMER GOODS,KRBL,13.999984741210938,258.8999885559082,243.50000534057617,264.54998779296875,250.5500030517578,251.1999969482422,255.4333292643229,257.5499954223633,253.31666310628253
KSB Ltd.,INDUSTRIAL MANUFACTURING,KSB,15,925.9500122070312,909.4500122070312,930,915,917.7000122070312,920.9000040690104,922.5,919.3000081380208
Kajaria Ceramics Ltd.,CONSUMER GOODS,KAJARIACER,18.35003662109375,1003.8425201416015,983.6574798583985,994.4000244140625,976.0499877929688,993.75,988.0666707356771,985.2250061035156,990.9083353678386
Kalpataru Power Transmission Ltd.,POWER,KALPATPOWR,18,435.4,415.6,442,424,425.5,430.5,433,428
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,14,596.8500244140625,581.4500244140625,600,586,589.1500244140625,591.7166748046875,593,590.433349609375
Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,2.25,53.93750076293945,51.462500762939456,53.29999923706055,51.04999923706055,52.70000076293945,52.34999974568685,52.17499923706055,52.525000254313156
Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,21.5999755859375,718.1799743652343,694.4200012207032,724,702.4000244140625,706.2999877929688,710.9000040690104,713.2000122070312,708.5999959309895
Kec International Ltd.,POWER,KEC,13.449981689453125,463.6474899291992,448.8525100708008,459.8999938964844,446.45001220703125,456.25,454.2000020345052,453.1750030517578,455.22500101725257
Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,33.0999755859375,1752.2049865722656,1715.7950134277344,1754,1720.9000244140625,1734,1736.3000081380208,1737.4500122070312,1735.1500040690103
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,1.5500030517578125,96.1525047302246,94.44750137329102,96.1500015258789,94.5999984741211,95.30000305175781,95.35000101725261,95.375,95.32500203450522
L&T Technology Services Ltd.,IT,LTTS,111.699951171875,2988.4850219726563,2865.6150756835937,2977.199951171875,2865.5,2927.050048828125,2923.25,2921.3499755859375,2925.1500244140625
LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,12.5,474.57501220703125,460.82501220703125,475.29998779296875,462.79998779296875,467.70001220703125,468.59999593098956,469.04998779296875,468.1500040690104
La Opala RG Ltd.,CONSUMER GOODS,LAOPALA,5.29998779296875,269.8149871826172,263.98500061035156,271.3999938964844,266.1000061035156,266.8999938964844,268.1333312988281,268.75,267.51666259765625
Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,144,6205.59990234375,6047.19990234375,6194,6050,6126.39990234375,6123.466634114583,6122,6124.933268229166
Larsen & Toubro Infotech Ltd.,IT,LTI,58,4247.3501953125,4183.5501953125,4233,4175,4215.4501953125,4207.816731770833,4204,4211.633463541666
Larsen & Toubro Ltd.,CONSTRUCTION,LT,21.4000244140625,1531.7700134277343,1508.2299865722657,1529.300048828125,1507.9000244140625,1520,1519.0666910807292,1518.6000366210938,1519.5333455403647
Laurus Labs Ltd.,PHARMA,LAURUSLABS,53.20001220703125,678.2600067138671,619.7399932861329,682.2999877929688,629.0999755859375,649,653.4666544596354,655.6999816894531,651.2333272298176
Lemon Tree Hotels Ltd.,CONSUMER SERVICES,LEMONTREE,1.1000022888183594,42.005002784729,40.79500026702881,42.20000076293945,41.099998474121094,41.400001525878906,41.56666692097982,41.64999961853027,41.48333422342937
